Abbreviation,Description,Reaction,GPR,Lower bound,Upper bound,Objective,Subsystem,References
r_3061No2,"PS phospholipase B (1-18:1, 2-16:1), cell envelope (No2)",2.6168e-07 prot_Q08108 + pmet_r_3061  -> s_0793 + s_3451 + s_3485 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3062,"PS phospholipase B (1-16:0, 2-18:1), cell envelope (arm)",s_3449 + s_3486  -> pmet_r_3062 ,YMR006C or YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3062No1,"PS phospholipase B (1-16:0, 2-18:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3062  -> s_0793 + s_3459 + s_3479 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3062No2,"PS phospholipase B (1-16:0, 2-18:1), cell envelope (No2)",2.6168e-07 prot_Q08108 + pmet_r_3062  -> s_0793 + s_3459 + s_3479 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3063,"PS phospholipase B (1-16:1, 2-18:1), cell envelope (arm)",s_3449 + s_3487  -> pmet_r_3063 ,YMR006C or YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3063No1,"PS phospholipase B (1-16:1, 2-18:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3063  -> s_0793 + s_3459 + s_3481 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3063No2,"PS phospholipase B (1-16:1, 2-18:1), cell envelope (No2)",2.6168e-07 prot_Q08108 + pmet_r_3063  -> s_0793 + s_3459 + s_3481 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3064,"PS phospholipase B (1-18:0, 2-18:1), cell envelope (arm)",s_3449 + s_3488  -> pmet_r_3064 ,YMR006C or YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3064No1,"PS phospholipase B (1-18:0, 2-18:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3064  -> s_0793 + s_3459 + s_3483 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3064No2,"PS phospholipase B (1-18:0, 2-18:1), cell envelope (No2)",2.6168e-07 prot_Q08108 + pmet_r_3064  -> s_0793 + s_3459 + s_3483 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3065,"PS phospholipase B (1-18:1, 2-18:1), cell envelope (arm)",s_3449 + s_3489  -> pmet_r_3065 ,YMR006C or YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3065No1,"PS phospholipase B (1-18:1, 2-18:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3065  -> s_0793 + s_3459 + s_3485 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3065No2,"PS phospholipase B (1-18:1, 2-18:1), cell envelope (No2)",2.6168e-07 prot_Q08108 + pmet_r_3065  -> s_0793 + s_3459 + s_3485 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3066,"LPS phospholipase B (16:0), cell envelope (arm)",s_3449 + s_3479  -> pmet_r_3066 ,YMR006C or YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3066No1,"LPS phospholipase B (16:0), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3066  -> s_0793 + s_3463 + s_3490 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3066No2,"LPS phospholipase B (16:0), cell envelope (No2)",2.6168e-07 prot_Q08108 + pmet_r_3066  -> s_0793 + s_3463 + s_3490 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3067,"LPS phospholipase B (16:1), cell envelope (arm)",s_3449 + s_3481  -> pmet_r_3067 ,YMR006C or YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3067No1,"LPS phospholipase B (16:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3067  -> s_0793 + s_3451 + s_3490 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3067No2,"LPS phospholipase B (16:1), cell envelope (No2)",2.6168e-07 prot_Q08108 + pmet_r_3067  -> s_0793 + s_3451 + s_3490 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3068,"LPS phospholipase B (18:0), cell envelope (arm)",s_3449 + s_3483  -> pmet_r_3068 ,YMR006C or YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3068No1,"LPS phospholipase B (18:0), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3068  -> s_0793 + s_3464 + s_3490 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3068No2,"LPS phospholipase B (18:0), cell envelope (No2)",2.6168e-07 prot_Q08108 + pmet_r_3068  -> s_0793 + s_3464 + s_3490 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3069,"LPS phospholipase B (18:1), cell envelope (arm)",s_3449 + s_3485  -> pmet_r_3069 ,YMR006C or YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3069No1,"LPS phospholipase B (18:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3069  -> s_0793 + s_3459 + s_3490 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3069No2,"LPS phospholipase B (18:1), cell envelope (No2)",2.6168e-07 prot_Q08108 + pmet_r_3069  -> s_0793 + s_3459 + s_3490 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3070No1,"PI phospholipase B (1-16:0, 2-16:1), cell envelope (No1)",s_3323 + s_3449 + 2.6168e-07 prot_Q08108  -> s_0793 + s_3451 + s_3491 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3071No1,"PI phospholipase B (1-16:1, 2-16:1), cell envelope (No1)",s_3326 + s_3449 + 2.6168e-07 prot_Q08108  -> s_0793 + s_3451 + s_3492 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3072No1,"PI phospholipase B (1-18:0, 2-16:1), cell envelope (No1)",s_3328 + s_3449 + 2.6168e-07 prot_Q08108  -> s_0793 + s_3451 + s_3493 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3073No1,"PI phospholipase B (1-18:1, 2-16:1), cell envelope (No1)",s_3330 + s_3449 + 2.6168e-07 prot_Q08108  -> s_0793 + s_3451 + s_3494 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3074No1,"PI phospholipase B (1-16:0, 2-18:1), cell envelope (No1)",s_3332 + s_3449 + 2.6168e-07 prot_Q08108  -> s_0793 + s_3459 + s_3491 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3075No1,"PI phospholipase B (1-16:1, 2-18:1), cell envelope (No1)",s_3334 + s_3449 + 2.6168e-07 prot_Q08108  -> s_0793 + s_3459 + s_3492 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3076No1,"PI phospholipase B (1-18:0, 2-18:1), cell envelope (No1)",s_3336 + s_3449 + 2.6168e-07 prot_Q08108  -> s_0793 + s_3459 + s_3493 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3077No1,"PI phospholipase B (1-18:1, 2-18:1), cell envelope (No1)",s_3338 + s_3449 + 2.6168e-07 prot_Q08108  -> s_0793 + s_3459 + s_3494 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3078No1,"LPI phospholipase B (16:0), cell envelope (No1)",s_3449 + s_3491 + 2.6168e-07 prot_Q08108  -> s_0793 + s_3463 + s_3495 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3079No1,"LPI phospholipase B (16:1), cell envelope (No1)",s_3449 + s_3492 + 2.6168e-07 prot_Q08108  -> s_0793 + s_3451 + s_3495 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3080No1,"LPI phospholipase B (18:0), cell envelope (No1)",s_3449 + s_3493 + 2.6168e-07 prot_Q08108  -> s_0793 + s_3464 + s_3495 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3081No1,"LPI phospholipase B (18:1), cell envelope (No1)",s_3449 + s_3494 + 2.6168e-07 prot_Q08108  -> s_0793 + s_3459 + s_3495 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3082No1,"PI 4,5-P2 phospholipase C (1-16:0, 2-16:1), cytoplasm (No1)",s_0803 + s_3496 + 3.2023e-07 prot_P32383  -> s_0794 + s_3497 + s_3498 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3083No1,"PI 4,5-P2 phospholipase C (1-16:1, 2-16:1), cytoplasm (No1)",s_0803 + s_3499 + 3.2023e-07 prot_P32383  -> s_0794 + s_3498 + s_3500 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3084No1,"PI 4,5-P2 phospholipase C (1-18:0, 2-16:1), cytoplasm (No1)",s_0803 + s_3501 + 3.2023e-07 prot_P32383  -> s_0794 + s_3498 + s_3502 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3085No1,"PI 4,5-P2 phospholipase C (1-18:1, 2-16:1), cytoplasm (No1)",s_0803 + s_3503 + 3.2023e-07 prot_P32383  -> s_0794 + s_3498 + s_3504 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3086No1,"PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), cytoplasm (No1)",s_0803 + s_3505 + 3.2023e-07 prot_P32383  -> s_0794 + s_3498 + s_3506 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3087No1,"PI 4,5-P2 phospholipase C (1-16:1, 2-18:1), cytoplasm (No1)",s_0803 + s_3507 + 3.2023e-07 prot_P32383  -> s_0794 + s_3498 + s_3508 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3088No1,"PI 4,5-P2 phospholipase C (1-18:0, 2-18:1), cytoplasm (No1)",s_0803 + s_3509 + 3.2023e-07 prot_P32383  -> s_0794 + s_3498 + s_3510 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3089No1,"PI 4,5-P2 phospholipase C (1-18:1, 2-18:1), cytoplasm (No1)",s_0803 + s_3511 + 3.2023e-07 prot_P32383  -> s_0794 + s_3498 + s_3512 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3090No1,"PI 4,5-P2 phospholipase C (1-16:0, 2-16:1), nucleus (No1)",s_0808 + s_3400 + 3.2023e-07 prot_P32383  -> s_0125 + s_0800 + s_3513 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3091No1,"PI 4,5-P2 phospholipase C (1-16:1, 2-16:1), nucleus (No1)",s_0808 + s_3401 + 3.2023e-07 prot_P32383  -> s_0125 + s_0800 + s_3514 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3092No1,"PI 4,5-P2 phospholipase C (1-18:0, 2-16:1), nucleus (No1)",s_0808 + s_3402 + 3.2023e-07 prot_P32383  -> s_0125 + s_0800 + s_3515 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3093No1,"PI 4,5-P2 phospholipase C (1-18:1, 2-16:1), nucleus (No1)",s_0808 + s_3403 + 3.2023e-07 prot_P32383  -> s_0125 + s_0800 + s_3516 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3094No1,"PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), nucleus (No1)",s_0808 + s_3404 + 3.2023e-07 prot_P32383  -> s_0125 + s_0800 + s_3517 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3095No1,"PI 4,5-P2 phospholipase C (1-16:1, 2-18:1), nucleus (No1)",s_0808 + s_3405 + 3.2023e-07 prot_P32383  -> s_0125 + s_0800 + s_3518 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3096No1,"PI 4,5-P2 phospholipase C (1-18:0, 2-18:1), nucleus (No1)",s_0808 + s_3406 + 3.2023e-07 prot_P32383  -> s_0125 + s_0800 + s_3519 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3097No1,"PI 4,5-P2 phospholipase C (1-18:1, 2-18:1), nucleus (No1)",s_0808 + s_3407 + 3.2023e-07 prot_P32383  -> s_0125 + s_0800 + s_3520 ,YPL268W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04933  AGE-RAGE signaling pathway in diabetic complications,
r_3098No1,"PG phospholipase C (1-16:0, 2-16:1), mitochondrial membrane (No1)",s_3226 + s_3227 + 1.3228e-05 prot_Q08959  -> s_3094 + s_3218 + s_3521 ,YPL206C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3099No1,"PG phospholipase C (1-16:1, 2-16:1), mitochondrial membrane (No1)",s_3226 + s_3229 + 1.3228e-05 prot_Q08959  -> s_3094 + s_3218 + s_3522 ,YPL206C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3100No1,"PG phospholipase C (1-18:0, 2-16:1), mitochondrial membrane (No1)",s_3226 + s_3230 + 1.3228e-05 prot_Q08959  -> s_3094 + s_3218 + s_3523 ,YPL206C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3101No1,"PG phospholipase C (1-18:1, 2-16:1), mitochondrial membrane (No1)",s_3226 + s_3231 + 1.3228e-05 prot_Q08959  -> s_3094 + s_3218 + s_3524 ,YPL206C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3102No1,"PG phospholipase C (1-16:0, 2-18:1), mitochondrial membrane (No1)",s_3226 + s_3232 + 1.3228e-05 prot_Q08959  -> s_3094 + s_3218 + s_3525 ,YPL206C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3103No1,"PG phospholipase C (1-16:1, 2-18:1), mitochondrial membrane (No1)",s_3226 + s_3233 + 1.3228e-05 prot_Q08959  -> s_3094 + s_3218 + s_3526 ,YPL206C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3104No1,"PC phospholipase D (1-16:0, 2-16:1), cell envelope (No1)",s_3448 + s_3449 + 0.00029869 prot_P36126  -> s_0511 + s_0793 + s_3527 ,YKR031C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04144  Endocytosis,
r_3105No1,"PC phospholipase D (1-16:1, 2-16:1), cell envelope (No1)",s_3449 + s_3452 + 0.00029869 prot_P36126  -> s_0511 + s_0793 + s_3528 ,YKR031C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04144  Endocytosis,
r_3106No1,"PC phospholipase D (1-18:0, 2-16:1), cell envelope (No1)",s_3449 + s_3454 + 0.00029869 prot_P36126  -> s_0511 + s_0793 + s_3529 ,YKR031C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04144  Endocytosis,
r_3107No1,"PC phospholipase D (1-18:1, 2-16:1), cell envelope (No1)",s_3449 + s_3456 + 0.00029869 prot_P36126  -> s_0511 + s_0793 + s_3530 ,YKR031C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04144  Endocytosis,
r_3108No1,"PC phospholipase D (1-16:0, 2-18:1), cell envelope (No1)",s_3449 + s_3458 + 0.00029869 prot_P36126  -> s_0511 + s_0793 + s_3531 ,YKR031C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04144  Endocytosis,
r_3109No1,"PC phospholipase D (1-16:1, 2-18:1), cell envelope (No1)",s_3449 + s_3460 + 0.00029869 prot_P36126  -> s_0511 + s_0793 + s_3532 ,YKR031C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04144  Endocytosis,
r_3110No1,"PC phospholipase D (1-18:0, 2-18:1), cell envelope (No1)",s_3449 + s_3461 + 0.00029869 prot_P36126  -> s_0511 + s_0793 + s_3533 ,YKR031C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04144  Endocytosis,
r_3111No1,"PC phospholipase D (1-18:1, 2-18:1), cell envelope (No1)",s_3449 + s_3462 + 0.00029869 prot_P36126  -> s_0511 + s_0793 + s_3534 ,YKR031C,0,Inf,0,sce00564  Glycerophospholipid metabolism;sce01110  Biosynthesis of secondary metabolites;sce04144  Endocytosis,
arm_r_3112,"PI 3-P phosphatase (1-16:0, 2-16:1), cell envelope (arm)",s_3449 + s_3535  -> pmet_r_3112 ,YNL106C or YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3112No1,"PI 3-P phosphatase (1-16:0, 2-16:1), cell envelope (No1)",pmet_r_3112 + 2.5253e-05 prot_P50942  -> s_3323 + s_3536 ,YNL106C,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3112No2,"PI 3-P phosphatase (1-16:0, 2-16:1), cell envelope (No2)",pmet_r_3112 + 2.5253e-05 prot_Q12271  -> s_3323 + s_3536 ,YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
arm_r_3113,"PI 3-P phosphatase (1-16:1, 2-16:1), cell envelope (arm)",s_3449 + s_3537  -> pmet_r_3113 ,YNL106C or YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3113No1,"PI 3-P phosphatase (1-16:1, 2-16:1), cell envelope (No1)",2.5253e-05 prot_P50942 + pmet_r_3113  -> s_3326 + s_3536 ,YNL106C,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3113No2,"PI 3-P phosphatase (1-16:1, 2-16:1), cell envelope (No2)",2.5253e-05 prot_Q12271 + pmet_r_3113  -> s_3326 + s_3536 ,YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
arm_r_3114,"PI 3-P phosphatase (1-18:0, 2-16:1), cell envelope (arm)",s_3449 + s_3538  -> pmet_r_3114 ,YNL106C or YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3114No1,"PI 3-P phosphatase (1-18:0, 2-16:1), cell envelope (No1)",2.5253e-05 prot_P50942 + pmet_r_3114  -> s_3328 + s_3536 ,YNL106C,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3114No2,"PI 3-P phosphatase (1-18:0, 2-16:1), cell envelope (No2)",2.5253e-05 prot_Q12271 + pmet_r_3114  -> s_3328 + s_3536 ,YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
arm_r_3115,"PI 3-P phosphatase (1-18:1, 2-16:1), cell envelope (arm)",s_3449 + s_3539  -> pmet_r_3115 ,YNL106C or YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3115No1,"PI 3-P phosphatase (1-18:1, 2-16:1), cell envelope (No1)",2.5253e-05 prot_P50942 + pmet_r_3115  -> s_3330 + s_3536 ,YNL106C,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3115No2,"PI 3-P phosphatase (1-18:1, 2-16:1), cell envelope (No2)",2.5253e-05 prot_Q12271 + pmet_r_3115  -> s_3330 + s_3536 ,YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
arm_r_3116,"PI 3-P phosphatase (1-16:0, 2-18:1), cell envelope (arm)",s_3449 + s_3540  -> pmet_r_3116 ,YNL106C or YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3116No1,"PI 3-P phosphatase (1-16:0, 2-18:1), cell envelope (No1)",2.5253e-05 prot_P50942 + pmet_r_3116  -> s_3332 + s_3536 ,YNL106C,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3116No2,"PI 3-P phosphatase (1-16:0, 2-18:1), cell envelope (No2)",2.5253e-05 prot_Q12271 + pmet_r_3116  -> s_3332 + s_3536 ,YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
arm_r_3117,"PI 3-P phosphatase (1-16:1, 2-18:1), cell envelope (arm)",s_3449 + s_3541  -> pmet_r_3117 ,YNL106C or YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3117No1,"PI 3-P phosphatase (1-16:1, 2-18:1), cell envelope (No1)",2.5253e-05 prot_P50942 + pmet_r_3117  -> s_3334 + s_3536 ,YNL106C,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3117No2,"PI 3-P phosphatase (1-16:1, 2-18:1), cell envelope (No2)",2.5253e-05 prot_Q12271 + pmet_r_3117  -> s_3334 + s_3536 ,YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
arm_r_3118,"PI 3-P phosphatase (1-18:0, 2-18:1), cell envelope (arm)",s_3449 + s_3542  -> pmet_r_3118 ,YNL106C or YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3118No1,"PI 3-P phosphatase (1-18:0, 2-18:1), cell envelope (No1)",2.5253e-05 prot_P50942 + pmet_r_3118  -> s_3336 + s_3536 ,YNL106C,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3118No2,"PI 3-P phosphatase (1-18:0, 2-18:1), cell envelope (No2)",2.5253e-05 prot_Q12271 + pmet_r_3118  -> s_3336 + s_3536 ,YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
arm_r_3119,"PI 3-P phosphatase (1-18:1, 2-18:1), cell envelope (arm)",s_3449 + s_3543  -> pmet_r_3119 ,YNL106C or YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3119No1,"PI 3-P phosphatase (1-18:1, 2-18:1), cell envelope (No1)",2.5253e-05 prot_P50942 + pmet_r_3119  -> s_3338 + s_3536 ,YNL106C,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
r_3119No2,"PI 3-P phosphatase (1-18:1, 2-18:1), cell envelope (No2)",2.5253e-05 prot_Q12271 + pmet_r_3119  -> s_3338 + s_3536 ,YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system,
arm_r_3120,"PI 3-P phosphatase (1-16:0, 2-16:1), cytoplasm (arm)",s_0803 + s_3544  -> pmet_r_3120 ,YJR110W or YNL106C or YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast,
r_3120No1,"PI 3-P phosphatase (1-16:0, 2-16:1), cytoplasm (No1)",pmet_r_3120 + 3.3347e-07 prot_P47147  -> s_1322 + s_3545 ,YJR110W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast,
r_3120No2,"PI 3-P phosphatase (1-16:0, 2-16:1), cytoplasm (No2)",2.5253e-05 prot_P50942 + pmet_r_3120  -> s_1322 + s_3545 ,YNL106C,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast,
r_3120No3,"PI 3-P phosphatase (1-16:0, 2-16:1), cytoplasm (No3)",2.5253e-05 prot_Q12271 + pmet_r_3120  -> s_1322 + s_3545 ,YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast,
arm_r_3121,"PI 3-P phosphatase (1-16:1, 2-16:1), cytoplasm (arm)",s_0803 + s_3546  -> pmet_r_3121 ,YJR110W or YNL106C or YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast,
r_3121No1,"PI 3-P phosphatase (1-16:1, 2-16:1), cytoplasm (No1)",3.3347e-07 prot_P47147 + pmet_r_3121  -> s_1322 + s_3547 ,YJR110W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast,
r_3121No2,"PI 3-P phosphatase (1-16:1, 2-16:1), cytoplasm (No2)",2.5253e-05 prot_P50942 + pmet_r_3121  -> s_1322 + s_3547 ,YNL106C,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast,
r_3121No3,"PI 3-P phosphatase (1-16:1, 2-16:1), cytoplasm (No3)",2.5253e-05 prot_Q12271 + pmet_r_3121  -> s_1322 + s_3547 ,YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast,
arm_r_3122,"PI 3-P phosphatase (1-18:0, 2-16:1), cytoplasm (arm)",s_0803 + s_3548  -> pmet_r_3122 ,YJR110W or YNL106C or YOR109W,0,Inf,0,sce00562  Inositol phosphate metabolism;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast,
